"","date_data_unlist","auteur_data_unlist","titre_data_unlist","resume_data_unlist"
"66","Novembre 2013","Le Corbusier","Poésie sur Alger"," Architecture et Urbanisme.Entre 1931 et 1944, Le Corbusier séjourne à plusieurs reprises en Algérie. Il s’attache en particulier au site d’Alger pour lequel il élabore nombre de projets, notamment le fameux Plan-Obus qu’il peaufinera dix ans durant. Tous resteront lettres mortes. Le Corbusier en concevra une grande amertume.Poésie sur Alger fait partie de ces textes dits « de circonstances » que l’architecte aura publié tout au long de sa carrière. Écrit initialement en 1942 et paru au début de l’année 1951 à Paris, aux éditions Falaize, ce livre est une méditation parfois ironique, souvent émue, sur ces années de réflexion intense, années de vains projets. C’est aussi, et surtout, un objet-poème dédié à une ville – comme un adieu après une longue histoire d’amour.Cette réédition, à l’identique de l’ouvrage original, propose en outre une postface de Rémi Baudouï, spécialiste de l’œuvre de Le Corbusier. Avec érudition et minutie, l’auteur replace dans son époque ce texte si particulier – on prend ainsi toute la mesure de sa singularité dans l’œuvre écrite du maître de l’architecture moderne."
"67","Octobre 2013","Kays Djilali","Alger sous le ciel"," Beau Livre - 26 x 29 - 128p..En 2006, l’architecte algérois Halim Faïdi a la possibilité de survoler Alger pour la photographier. L’opportunité est unique. Il confie alors le travail au photographe Kays Djilali.. Cet ouvrage propose les photographies aériennes prises à cette occasion. On reconnaît ici la Grande Poste, là, la dense Casbah, Bab-el-Oued et son front de mer, ailleurs enfin, ces énigmatiques zones deproche banlieue. Mais certaines vues surgissent parfois, insolites et déroutantes, au point de sembler des toiles abstraites. Inédites et exceptionnelles à plus d’un titre, ces photographies donnent à voir des facettes inattendues d’une ville familière et méconnue à la fois.. Trois textes les accompagnent. Une préface de Halim Faïdi, initiateur du projet, il revient sur le « making of » de l’aventure et se livre à une réflexion sensible autour de cette expérience. Un texte de l’écrivaine Nina Bouraoui, entre méditation grave et déclaration d’amour fiévreuse à la ville de son enfance. Enfin, du poète Malek Alloula, un récit d’ombre et de lumière, où se mêlent sensations et expériences initiatiques.. "
"68","Octobre 2013","Samir Toumi","Alger, le cri"," Littérature - Roman - 11 x 19 - 168p..« Je cherche le cri » annonce d’emblée la voix. Une voix qui se confie, enfle, s’enroule en spirales. Hypnotique, elle dit « je », parle d’Alger, sa passion, entre amour et haine..Le narrateur, se dévoilant au fil des pages, raconte sa ville, qu’il fuit parfois pour Tunis,.mais regagne toujours. Arpenteur infatigable, il emprunte chaque rue, scrute les maisons, épouse le sol avec ses runnings, explore sa terre et ses paysages – ceux du dehors et du dedans..Alger, le cri est le récit d’une quête : quête de soi, quête des origines. Car au gré de cette confidence, le lecteur assiste à la métamorphose du « je », à sa lente mue. Aux tourments du « moi », répondent en écho ceux d’une ville, d’un pays, et au-delà, d’une région entière..Un texte qui interpelle, sensible et déroutant."
"69","Octobre 2013","Kamel Daoud","Meursault, contre-enquête"," Littérature - Roman - 11 x 20 - 192p..Un homme, tel un spectre, soliloque dans un bar. Il est le frère de l’Arabe tué par Meursault dans L’Étranger, le fameux roman d’Albert Camus. Il entend relater sa propre version des faits, raconter l’envers du décor, rendre son nom à son frère et donner chair à cette figure niée de la littérature: l’« Arabe »..Iconoclaste, le narrateur est peu sympathique, beau parleur et vaguement affabulateur. Il s’empêtre dans son récit, délire, ressasse rageusement ses souvenirs, maudit sa mère, peste contre l’Algérie – il n’épargne personne. Mais, en vérité, sa seule obsession est que l’Arabe soit reconnu, enfin..Kamel Daoud entraîne ici le lecteur dans une mise en abîme virtuose. Il brouille les pistes, crée des effets de miroir, convoque prophètes et récits des origines, confond délibérément Meursault et Camus. Suprême audace : par endroits, il détourne subtilement des passages de L’Étranger, comme si la falsification du texte originel était la réparation ultime."
"70","Octobre 2013","Salah Guemriche","Alger la blanche"," Essai - 15 x 23 - 416p..Fondée, selon la légende, après le passage d’Hercule et de ses compagnons, la ville d’Alger fut très tôt convoitée : Phéniciens, Romains, Byzantins, Arabes, Espagnols, Turcs et Français l’auront tour à tour.aimée et malmenée, glorifiée et saignée à blanc... sous l’égide de Sidi Abd er-Rahman, son saint patron, la ville fut successivement la capitale  des corsaires de Barberousse, celle de l’Empire colonial français et la Mecque des mouvements révolutionnaires du xxe siècle. À travers une balade historique, littéraire et amoureuse, Salah Guemriche nous conte les très riches heures d’Alger. Le lecteur croisera, entre autres, Cervantès, Tarzan, Sénac, Ali-la-Pointe…. "
"71","Octobre 2013","Ferrante Ferranti","Voyage en Algérie antique"," Beau Livre - 24 x 29 - 224p..Après avoir sillonné les rives de la Méditerranée et découvert les plus belles ruines antiques, l’immense photographe Ferrante Ferranti a pris la mesure d’un patrimoine antique Algérien aussi exceptionnel que méconnu. C’est, ici, à une véritable promenade, à la fois littéraire, poétique et didactique (de Tipasa, Cherchel à Hippone en passant par Djemila, Timgad, Tiddis, Khamissa et Madaure) que nous convie, entre autres, l’archéologue Sabah Ferdi. Quant aux photos de Ferrante Ferranti. elles révélent de manière inédite la beauté majestueuse de tous ces lieux."
"72","Octobre 2013","Salim Bachi","Le dernier été d’un jeune homme"," Littérature - Roman - 11 x 20 - 272978p..En 1949, Albert Camus embarque pour le Brésil. La tuberculose, les violentes fièvres qui l’assaillent, l’ennui des longues journées en mer rendent ce voyage difficile, sombre. Chaque jour, dans sa cabine exigu¨e, il travaille au manuscrit des Justes quand une mystérieuse femme, Moira, fait son apparition. Avec elle, Camus se souvient alors de sa jeunesse à Alger..Salim Bachi nous livre le portrait d’un Camus inquiet, exalté et paradoxal.. "
"73","Septembre 2013","Niek Pas","Les Pays-Bas et la guerre d’Algérie"," Essai - 14 x 23 - 232p..Comment la guerre d’Algérie -si lointaine pourtant- en est-elle arrivée à ébranler les intellectuels, les hommes politiques et les citoyens néerlandais de l’époque? C’est à cette question que tente de répondre Niek Pas dans cet essai à  l’originalité frappante..L’auteur évoque d’abord les relations diplomatiques entre les Pays-Bas et la France, longtemps caractérisées par une alliance solide et tenace. Il s’intéresse de près, ensuite, à la couverture médiatique néerlandaise du conflit Algérien. Enfin, sont évoquées les grandes actions humanitaires menées par les Pays-Bas -l’opération Sauvez un enfanten tête- et suivies activement par des millions de Néerlandais..S’appuyant sur des articles de presse, des extraits de discours politiques, des images d’archives et des témoignages précieux, Niek Pas relate avec rigueur la prise de conscience des Néerlandais et la singulière empathie témoignée au peuple Algérien."
"74","Juin 2013","Amin Khan","Présence de Tahar Djaout, poète"," Essai - 13 x 20 - 224p..Né en 1954, Tahar Djaout, après des études de mathématiques et en sciences de l’information, se consacre au journalisme, notamment à Algérie-Actualité dont il dirigera, plusieurs années durant, la rédaction culturelle. En 1993, il fonde, avec d’autres, l’hebdomadaire Ruptures..Le 26 mai 1993, à Baïnem, dans la banlieue d’Alger, il est victime d’un attentat, un des premiers ciblant les intellectuels. Le 02 juin, il succombe à ses blessures ; le 04 juin, il est enterré au cimetière d’Oulkhou sur les hauteurs d’Azeffoun, sa région natale.. .Poète majeur et romancier complexe, essayiste et infatigable agitateur d’idées au carrefour des disciplines artistiques, Tahar Djaout a composé une œuvre discrète, exigeante et néanmoins essentielle, saluée par ses pairs..20 ans exactement après son décès, compagnons de route, poètes, plasticiens, journalistes et universitaires l’évoquent dans cet ouvrage collectif constitué de textes pour la plupart inédits.<U+2008>Un hommage à la mesure du créateur qu’il fut : tout à la fois sensible, érudit et ouvert au monde, ayant payé de sa vie son refus de plier face à la barbarie.. .Textes et dessins : Hamid Abdelkader, Adonis, Amine Aït Hadi, Mohamed Balhi, Marie-Claire Bancquart, Tahar Bekri, Fodhil Belloul, Michel-Georges Bernard, Daniel Biga, Téric Boucebci, Hédi Bouraoui, Christiane Chaulet-Achour, Aziz Chouaki, Josyane De Jesus-Bergey, Marie Étienne, Laurence et Djamel Farès, Ameziane Ferhani, Hafid Gafaïti, Moncef Ghachem, Salah Guemriche, Emmanuel Hiriart, Abdelmadjid Kaouah, Amin Khan, Abdellatif Laâbi, Azeddine Lateb, Daniel Maximin, Denis Martinez, Bernard Mazo, Arezki Metref, Hamid Nacer-Khodja, Jean-Baptiste Para, Yves Rouquette, James Sacré, Ali Silem, Habib Tengour, Hamid Tibouchi, Jean-Claude Villain, Jean-Claude Xuereb."
"75","Juin 2013","Eveline Safir Lavalette","Juste Algérienne "," Essai - 13 x 21 - 208p..« Ce livre vient d’un long silence » écrit Ghania Mouffok dans sa préface..Eveline Safir Lavalette, moudjahida d’origine européenne, ayant fait le choix, très tôt, et évident pour elle, d’être Algérienne au point d’en payer le prix fort (arrêtée en novembre 1956, elle est condamnée à trois ans de prison, torturée, abusivement internée dans un service psychiatrique aura attendu l’âge de 86 ans pour enfin publier ces textes que l’on reçoit comme un don..Dans un registre tout à fait inédit, entre poème en prose, réminiscence, évocation, chronique des petits riens, son écriture reste inclassable. Ici, nul désir de rédiger des mémoires, de verser dans l’autobiographie, nul souci d’exhaustivité – tout est dans l’ellipse, le rythme, le mot juste et sobre. Le lecteur devra se « contenter » de bribes, de fragments, de sensations : l’enfance à Rouiba, le militantisme scout, l’engagement auprès du FLN ensuite, la prison – souvenirs glaçants, lumineux pourtant, aériens presque –, l’indépendance, Benchicao dans les années quatre-vingt-dix, l’exil, le retour à Médéa enfin..L’auteur tisse les mots de ses textes comme elle a tissé la tissure de sa vie, avec courage, gravité, intégrité, mais aussi un humour, une fraîcheur et une fantaisie qui sont sa marque..On en vient alors à se poser la question : cette forme qu’Eveline Safir a choisie – cette vision poétique, cet « ailleurs » –, ne serait-elle pas la forme la plus éloquente, la plus puissante, et peut-être la plus « vraie », du témoignage ?"
"76","Mai 2013","Haouaria Kadra-Hadjaji","Jugurtha, un Berbère contre Rome"," Essai - 13 x 21 - 208p..Destin hors du commun que celui de Jugurtha..Enfant naturel du prince Mastanabal, il était voué à une existence obscure. Poussé par une ambition ardente, homme d’audace et de ressources, il réussit à se hisser au sommet du pouvoir. Roi de la Numidie, il osa défier la puissance romaine, et tint en échec des années durant les légions envoyées pour le soumettre. Malgré son écrasante supériorité politique et militaire, Rome fut obligée de recourir à la trahison pour mettre fin au “cauchemar numide”. Pour les Maghrébins, Jugurtha est une figure de légende, symbole de la résistance à l’invasion étrangère ; mais le personnage historique n’a fait l’objet d’aucune étude, et reste mal connu. Avec Jugurtha, un Berbère contre Rome, Haouaria Kadra, universitaire Algérienne, signe ici à partir de l’oeuvre de l’historien romain Salluste, la première biographie du roi numide. "
"77","Mai 2013","Abdelkader Djemai","La dernière nuit de l’Émir"," Littérature - Roman - 11 x 20 - 168p..Le 24 décembre 1847, l’émir Abd el-Kader (1808-1883) attend, dans le froid et la pluie, d’embarquer sur Le Solon qui a mouillé dans le petit port de Djemâa-Ghazaouët proche de la frontière marocaine. La veille, après une résistance de quinze années contre le corps expéditionnaire français, il a signé sa reddition sous la promesse d’être conduit, avec quatre-vingt-seize de ses proches et compagnons, à Alexandrie ou à Saint-Jean-d’Acre.À travers la vie de l’Émir, chef de guerre mais aussi chef d’État hors du commun, poète, maître soufi et grand voyageur, Abdelkader Djemaï fait revivre l’une des épopées les plus marquantes du xixe siècle. Les paysages d’Algérie qui ont vu naître et combattre l’Émir, Tagdempt la capitale qu’il bâtit entre le Tell et le Sahara, l’impressionnante Smala, ville itinérante de vingt mille habitants, puis l’exil en France, en Turquie et en Syrie servent de toile de fond au destin de ce personnage exceptionnel, homme de progrès, de dialogue et de tolérance."
"78","Février 2013","Nadir Marouf","Lecture de l’espace oasien"," Essai - 14 x 23 - 296p..Dans ce livre-référence, Nadir Marouf s’intéresse avec minutie et érudition au destin des oasis occidentales Algériennes, et à celui de leurs habitants..Les ruptures majeures qu’ont connues ces oasis tiennent à deux faits. Le premier concerne la désaffection de la hiérarchie nobiliaire pendant la colonisation, puisque la majorité des serfs (les harratin) se libère du travail servile dans un contexte de ruine des propriétaires soumis à l’exaction fiscale coloniale. La seconde rupture, consécutive à la première, tient au caractère dynamique des oasiens harratin au lendemain de l’indépendance. Pour autant, l’ascension sociale censée en résulter n’est ni évidente ni systématique ; elle rencontre la résistance d’en haut et du conservatisme de la vieille notabilité foncière..Les oasis occidentales connaîtront en revanche, à partir des années 1980, des transformations qui, pour le meilleur ou pour le pire, modifient drastiquement le paysage. Le coût écologique en est terrible. L’autre coût, plus lourd de conséquences, est d’ordre social : coexistence d’une culture d’oasis et d’une culture capitaliste entraînant l’abandon à terme de la première, et la professionnalisation progressive de paysans devenus «ouvriers agricoles», ce qui résonne curieusement avec le processus de colonisation de l’Algérie au milieu du xixe siècle.. .Un outil de travail incontournable."
